viajes23,monto_sinavion,montoxdia_sinavion,empleado,duracion,inicio_fecha,inicio_hora,fin_fecha,fin_hora,cancelado,destino,tipo_corto,anticipo,comprobación_fecha,dga,unidad
V16630,4743.059998,2371.529999,E031,2,04/08/2023,12:00:00,05/08/2023,19:00:00,,Saltillo,GC,"4,000.00",18/08/2023,DG9,Norte
V13813,4741.149903,4741.149903,E461,1,18/09/2023,6:00:00,18/09/2023,23:59:00,,Coyoacán,GC,"3,000.00",27/09/2023,DG7,Administración
V11050,4739.479996,1579.826665,E639,3,24/10/2023,21:00:00,26/10/2023,18:00:00,,Mérida,CA,"3,688.80",07/11/2023,DG9,Sureste
V08275,4738.950012,1579.650004,E167,3,27/11/2023,10:01:00,29/11/2023,22:00:00,,Morelia,CA,0,19/12/2023,DG9,Sur
V08838,4737.51001,1579.170003,E644,3,22/11/2023,15:30:00,24/11/2023,20:00:00,,Hermosillo,CA,0,13/12/2023,DG9,Noroeste
V04135,4736.750091,1578.916697,E420,3,06/03/2023,9:00:00,08/03/2023,19:00:00,,Ensenada,GC,0,22/03/2023,DG9,Noroeste
V16112,4736.310089,1578.77003,E135,3,15/08/2023,6:00:00,17/08/2023,19:00:00,,Tuxtla Gutiérrez,GC,0,28/08/2023,DG9,Sureste
V07011,4735.819916,1578.606639,E818,3,13/12/2023,10:00:00,15/12/2023,18:00:00,,Morelia,CA,0,26/12/2023,DG9,Occidente
V02626,4735.299988,1578.433329,E201,3,24/04/2023,4:00:00,26/04/2023,23:50:00,,León,GC,0,10/05/2023,DG3,Monitoreo
V11418,4735,1578.333333,E437,3,18/10/2023,9:00:00,20/10/2023,18:00:00,,Boca del Río,CA,"5,700.00",30/10/2023,DG9,Sur
V06397,4734.579987,1578.193329,E526,3,21/12/2023,12:00:00,23/12/2023,17:00:00,,CORONEO,GC,0,29/12/2023,DG9,Occidente
V10164,4734.200012,1578.066671,E556,3,05/11/2023,9:00:00,07/11/2023,23:59:00,,San Pedro Garza García,CA,0,14/11/2023,DG9,Norte
V10177,4733.939942,1577.979981,E693,3,05/11/2023,9:00:00,07/11/2023,18:00:00,,Monterrey,CA,0,13/11/2023,DG9,Norte
V16785,4733.340104,1577.780035,E297,3,02/08/2023,5:00:00,04/08/2023,20:00:00,,Chahuites,GC,"5,000.00",14/08/2023,DG9,Sur
V08277,4732.639893,1577.546631,E186,3,27/11/2023,13:16:00,29/11/2023,22:00:00,,MORELIA,CA,"3,000.00",08/12/2023,DG9,Norte
V06747,4732.319915,2366.159958,E779,2,15/12/2023,9:30:00,16/12/2023,18:00:00,,Tulum,GC,0,21/12/2023,DG9,Sureste
V08417,4731.689972,2365.844986,E803,2,26/11/2023,6:00:00,27/11/2023,17:00:00,,Morelia,CA,"2,700.00",15/12/2023,DG9,Sureste
V09207,4728.910035,1576.303345,E911,3,16/11/2023,12:00:00,18/11/2023,20:00:00,,Santa María Huatulco,GC,0,29/11/2023,DG9,Sur
V06053,4728.80008,2364.40004,E133,2,16/01/2023,6:00:00,17/01/2023,22:00:00,,Valle de Santiago,GC,0,30/01/2023,DG9,Occidente
V08844,4727.129952,1575.709984,E676,3,22/11/2023,13:00:00,24/11/2023,20:00:00,,Hermosillo,CA,0,18/12/2023,DG9,Noroeste
V07711,4726.760071,1575.58669,E670,3,04/12/2023,8:00:00,06/12/2023,20:00:00,,Morelia,GC,"4,000.00",18/12/2023,DG9,Norte
V01290,4725.740112,1575.246704,E061,3,29/05/2023,5:00:00,31/05/2023,23:59:00,,Cuauhtémoc,GC,0,12/06/2023,DG3,Monitoreo
V11416,4722.47992,1574.159973,E425,3,18/10/2023,4:00:00,20/10/2023,0:00:00,,Boca del Río,CA,"4,500.00",27/10/2023,DG9,Sur
V10891,4722.199951,1574.06665,E571,3,25/10/2023,1:00:00,27/10/2023,0:00:00,,Puerto Vallarta,CA,0,08/11/2023,DG1,Control
V11108,4719.919983,2359.959991,E121,2,23/10/2023,6:00:00,24/10/2023,17:00:00,,Contepec,CA,0,05/12/2023,DG3,Crédito
V11661,4717.970003,1572.656668,E336,3,16/10/2023,15:00:00,18/10/2023,18:00:00,,Boca del Río,CA,0,03/11/2023,DG9,Sur
V10814,4713.349976,1571.116659,E336,3,25/10/2023,13:01:00,27/10/2023,20:01:00,,Puebla,CA,0,15/11/2023,DG9,Sur
V10847,4713.340027,1571.113342,E437,3,25/10/2023,7:01:00,27/10/2023,21:00:00,,Puebla,CA,0,07/11/2023,DG9,Sur
V08051,4713.310081,2356.655041,E414,2,29/11/2023,15:00:00,30/11/2023,19:00:00,,TOLUCA,GC,0,18/12/2023,DG7,Recuperación
V07996,4711.990051,1570.66335,E861,3,30/11/2023,5:00:00,02/12/2023,19:00:00,,Huamuxtitlán,GC,0,15/12/2023,DG9,Sur
V02645,4711.219971,1570.406657,E594,3,24/04/2023,8:45:00,26/04/2023,23:00:00,,León,GC,0,08/05/2023,DG3,Monitoreo
V10152,4709.760132,1569.920044,E468,3,05/11/2023,10:00:00,07/11/2023,22:00:00,,San Pedro Garza García,CA,"4,000.00",13/11/2023,DG9,Norte
V10780,4709.499939,1569.833313,E184,3,25/10/2023,7:01:00,27/10/2023,8:00:00,,Puebla,CA,0,07/11/2023,DG9,Sur
V10884,4708.549988,1569.516663,E553,3,25/10/2023,14:30:00,27/10/2023,17:30:00,,Puebla,CA,0,16/11/2023,DG9,Sur
V10176,4708.439941,1569.47998,E689,3,05/11/2023,12:00:00,07/11/2023,14:00:00,,Monterrey,CA,"5,500.00",01/12/2023,DG9,Norte
V10768,4706.75,1568.916667,E149,3,25/10/2023,7:01:00,27/10/2023,21:00:00,,Puebla,CA,0,06/11/2023,DG9,Sur
V00402,4705.45,2352.725,E467,2,21/06/2023,6:00:00,22/06/2023,23:00:00,,Acaponeta,GC,0,03/07/2023,DG3,Monitoreo
V12222,4704.739944,940.9479888,E364,5,09/10/2023,8:00:00,13/10/2023,20:00:00,,Tamuín,CD,0,20/10/2023,DG1,Estrategia
V10849,4702.19989,1567.399963,E439,3,25/10/2023,13:30:00,27/10/2023,17:30:00,,Puebla,CA,"3,100.00",16/11/2023,DG9,Sur
V11548,4701.979981,1567.32666,E340,3,17/10/2023,8:00:00,19/10/2023,23:00:00,,Boca del Río,CA,"8,000.00",06/11/2023,DG9,Sur
V10913,4701.51001,1567.170003,E684,3,25/10/2023,12:01:00,27/10/2023,23:01:00,,Puebla,CA,"4,000.00",15/11/2023,DG9,Sur
V06870,4697.460022,1565.820007,E147,3,13/12/2023,8:00:00,15/12/2023,17:00:00,,Morelia,CA,"8,000.00",28/12/2023,DG9,Occidente
V06882,4696.600037,1565.533346,E193,3,13/12/2023,9:00:00,15/12/2023,20:00:00,,Morelia,CA,"4,000.00",21/12/2023,DG9,Occidente
V08843,4696.359932,1565.453311,E669,3,22/11/2023,8:00:00,24/11/2023,18:00:00,,Hermosillo,CA,0,18/12/2023,DG9,Noroeste
V08890,4693.460083,1564.486694,E054,3,21/11/2023,12:30:00,23/11/2023,6:00:00,,NAVOJOA,GC,0,30/11/2023,DG9,Noroeste
V10954,4692.219971,1564.073324,E867,3,25/10/2023,12:01:00,27/10/2023,23:01:00,,Puebla,CA,"4,000.00",16/11/2023,DG9,Sur
V08758,4691.610108,1563.870036,E166,3,22/11/2023,10:00:00,24/11/2023,18:00:00,,Hermosillo,CA,0,08/12/2023,DG9,Noroeste
V17276,4691.080017,2345.540009,E545,2,25/07/2023,8:00:00,26/07/2023,23:59:00,,Morelia,GC,"6,000.00",08/08/2023,DG7,Administración
V13241,4689.350067,1563.116689,E822,3,25/09/2023,16:30:00,27/09/2023,18:00:00,,Hermosillo,CA,"3,500.00",29/09/2023,DG9,Noroeste
V11586,4684.52008,1561.506693,E584,3,17/10/2023,8:00:00,19/10/2023,20:00:00,,Boca del Río,CA,0,07/11/2023,DG9,Sur
V14723,4684.159942,2342.079971,E404,2,05/09/2023,10:00:00,06/09/2023,19:00:00,,Cajeme,GC,0,11/09/2023,DG9,Noroeste
V07939,4681.190003,1560.396668,E443,3,30/11/2023,13:00:00,02/12/2023,18:00:00,,Chihuahua,CA,0,13/12/2023,DG9,Norte
V06627,4680.050079,1560.016693,E109,3,18/12/2023,12:00:00,20/12/2023,20:00:00,,CUAUHTÉMOC,GC,0,27/12/2023,DG9,Sur
V07685,4678.78009,1559.593363,E495,3,04/12/2023,9:00:00,06/12/2023,19:00:00,,Morelia,GC,0,22/12/2023,DG7,Administración
V11104,4677.159973,2338.579987,E106,2,23/10/2023,7:00:00,24/10/2023,22:00:00,,Contepec,CA,0,11/12/2023,DG3,Crédito
V11654,4676.570038,1558.856679,E244,3,16/10/2023,16:00:00,18/10/2023,18:00:00,,Boca del Río,CA,"5,000.00",30/10/2023,DG9,Sur
V15996,4674.830017,1558.276672,E151,3,16/08/2023,17:05:00,18/08/2023,20:00:00,,Arenal,CA,0,08/09/2023,DG9,Occidente
V10522,4672.000046,2336.000023,E232,2,29/10/2023,14:00:00,30/10/2023,23:00:00,,Guadalajara,GC,"5,000.00",07/11/2023,DG7,Administración
V11451,4671.649963,1557.216654,E639,3,18/10/2023,14:00:00,20/10/2023,23:00:00,,Tulum,GC,0,01/11/2023,DG9,Sureste
V06914,4671.090027,1557.030009,E393,3,13/12/2023,9:00:00,15/12/2023,11:55:00,,Morelia,CA,"4,000.00",26/12/2023,DG9,Occidente
V07526,4670.230118,2335.115059,E133,2,05/12/2023,9:00:00,06/12/2023,22:00:00,,Morelia,CA,0,20/12/2023,DG9,Occidente
V07558,4670.000092,1556.666697,E297,3,05/12/2023,5:00:00,07/12/2023,23:00:00,,Morelia,CA,"5,000.00",21/12/2023,DG9,Sur
V08643,4664.440064,1554.813355,E459,3,23/11/2023,16:00:00,25/11/2023,16:00:00,,Parras,GC,"5,000.00",05/12/2023,DG9,Norte
V15259,4662.070008,2331.035004,E192,2,28/08/2023,15:02:00,29/08/2023,20:00:00,,Saltillo,GC,"3,000.00",05/09/2023,DG9,Norte
V00471,4661.679901,1165.419975,E536,4,20/06/2023,12:00:00,23/06/2023,19:00:00,,Lerma,GC,0,05/07/2023,DG9,Sur
V13012,4661.290085,2330.645042,E447,2,27/09/2023,7:00:00,28/09/2023,15:00:00,,Morelia,GC,0,05/10/2023,DG9,Occidente
V10943,4660.400116,1553.466705,E820,3,25/10/2023,15:00:00,27/10/2023,14:00:00,,Puebla,CA,0,16/11/2023,DG9,Sur
V13037,4654.690064,1551.563355,E578,3,27/09/2023,14:00:00,29/09/2023,16:00:00,,Benito Juárez,CA,0,18/10/2023,DG7,Administración
V11536,4650.429962,1550.143321,E238,3,17/10/2023,5:00:00,19/10/2023,23:00:00,,QUERÉTARO,GC,0,30/10/2023,DG9,Occidente
V10862,4646.000122,1548.666707,E485,3,25/10/2023,0:30:00,27/10/2023,23:30:00,,PUEBLA,GC,"2,000.00",03/11/2023,DG5,Productos y servicios
V10801,4644.309936,1548.103312,E263,3,25/10/2023,8:30:00,27/10/2023,17:30:00,,Puebla,CA,0,07/11/2023,DG9,Sur
V02289,4642.690063,1547.563354,E200,3,03/05/2023,17:00:00,05/05/2023,21:00:00,,Puebla,GC,"2,000.00",22/05/2023,DG7,Administración
V12202,4639.219971,1546.406657,E046,3,09/10/2023,14:00:00,11/10/2023,20:00:00,,Cajeme,GC,0,19/10/2023,DG9,Noroeste
V12255,4635.899963,927.1799927,E061,5,08/10/2023,0:00:00,12/10/2023,0:00:00,,Apodaca,GC,0,30/10/2023,DG3,Monitoreo
V13632,4634.839996,1544.946665,E494,3,20/09/2023,15:00:00,22/09/2023,21:00:00,,Acapulco de Juárez,GC,0,27/09/2023,DG9,Sur
V00461,4630.619873,1543.539958,E422,3,20/06/2023,6:00:00,22/06/2023,11:00:00,,San Pedro Garza García,GC,"5,000.00",27/06/2023,DG9,Norte
V09558,4628.960145,2314.480072,E026,2,12/11/2023,0:00:00,13/11/2023,0:00:00,,Miguel Hidalgo,GC,"4,500.00",27/11/2023,DG6,Sistemas
V06524,4626.970062,1542.323354,E914,3,20/12/2023,1:00:00,22/12/2023,23:59:00,,Mérida,GC,0,28/12/2023,DG7,Administración
V12572,4625.830063,1541.943354,E137,3,03/10/2023,12:00:00,05/10/2023,23:59:00,,Tapalpa,CA,0,17/10/2023,DG9,Occidente
V05992,4614.42992,2307.21496,E543,2,18/01/2023,12:00:00,19/01/2023,23:59:00,,Coyoacán,GC,0,02/02/2023,DG7,Administración
V05017,4609.630066,1536.543355,E014,3,14/02/2023,7:05:00,16/02/2023,20:00:00,,Morelia,GC,"5,000.00",10/03/2023,DG4,Planeación corporativa
V10180,4606.940002,1535.646667,E725,3,05/11/2023,9:00:00,07/11/2023,20:00:00,,San Pedro Garza García,CA,0,14/11/2023,DG9,Norte
V07680,4605.909912,1535.303304,E483,3,04/12/2023,6:00:00,06/12/2023,7:50:00,,Morelia,GC,"3,800.00",18/12/2023,DG3,Monitoreo
V08491,4604.299989,2302.149994,E433,2,24/11/2023,8:00:00,25/11/2023,20:00:00,,Catemaco,GC,0,08/12/2023,DG9,Sur
V04454,4601.01999,1150.254997,E158,4,26/02/2023,14:00:00,01/03/2023,22:00:00,,Morelia,GC,0,17/03/2023,DG1,Estrategia
V01308,4599.079948,2299.539974,E233,2,28/05/2023,4:00:00,29/05/2023,23:59:00,,Cuauhtémoc,GC,0,12/06/2023,DG5,Atención corporativa
V08697,4599.079926,2299.539963,E752,2,23/11/2023,9:00:00,24/11/2023,21:00:00,,Jalpan de Serra,GC,0,04/12/2023,DG9,Sur
V09985,4598.02002,1532.67334,E402,3,07/11/2023,23:47:00,09/11/2023,19:00:00,,CHIHUAHUA,GC,"1,500.00",22/11/2023,DG9,Norte
V12994,4597.600068,2298.800034,E320,2,27/09/2023,8:00:00,28/09/2023,12:00:00,,MORELIA,GC,0,06/10/2023,DG9,Occidente
V08315,4596.050049,1532.016683,E558,3,27/11/2023,10:30:00,29/11/2023,20:00:00,,Morelia,CA,"5,000.00",19/12/2023,DG9,Sur
V08269,4595.740112,1531.913371,E129,3,27/11/2023,12:01:00,29/11/2023,20:00:00,,Morelia,CA,"5,200.00",15/12/2023,DG9,Sureste
V11381,4592.909973,2296.454987,E133,2,18/10/2023,16:30:00,19/10/2023,22:00:00,,Ciudad Valles,GC,0,27/10/2023,DG9,Occidente
V15708,4590.880127,1530.293376,E020,3,21/08/2023,9:00:00,23/08/2023,23:59:00,,ACATLÁN DE JUÁREZ,GC,0,01/09/2023,DG9,Occidente
V10969,4589.000122,1529.666707,E911,3,25/10/2023,18:00:00,27/10/2023,13:00:00,,Puebla,CA,0,16/11/2023,DG9,Sur
V09113,4588.769882,2294.384941,E133,2,16/11/2023,10:00:00,17/11/2023,21:00:00,,Xilitla,GC,0,27/11/2023,DG9,Occidente
V17484,4587.699982,2293.849991,E232,2,19/07/2023,6:00:00,20/07/2023,18:00:00,,Coyoacán,GC,"5,000.00",28/07/2023,DG7,Administración
V02630,4583.410088,4583.410088,E256,1,24/04/2023,4:00:00,24/04/2023,23:59:00,,Alvaro Obregón,CA,0,03/05/2023,DG8,Responsabilidades
V05036,4576.870026,1525.623342,E307,3,14/02/2023,6:00:00,16/02/2023,20:00:00,,Morelia,GC,"5,000.00",09/03/2023,DG4,Planeación corporativa
V08534,4576.310059,2288.155029,E683,2,24/11/2023,8:00:00,25/11/2023,20:00:00,,Catemaco,GC,0,08/12/2023,DG9,Sur
V16237,4575.929973,2287.964986,E108,2,13/08/2023,14:00:00,14/08/2023,23:00:00,,Morelia,GC,0,28/08/2023,DG9,Occidente
V13848,4574.880005,1524.960002,E049,3,17/09/2023,12:30:00,19/09/2023,23:00:00,,Oaxaca de Juárez,GC,"4,000.00",25/10/2023,DG9,Sur
V12195,4574.159882,1524.719961,E927,3,10/10/2023,8:00:00,12/10/2023,19:00:00,,San Pedro Garza García,CA,"5,000.00",18/10/2023,DG9,Norte
V10951,4569.470092,1523.156697,E861,3,25/10/2023,17:00:00,27/10/2023,22:00:00,,Puebla,CA,0,15/11/2023,DG9,Sur
V07904,4569.160033,1523.053344,E225,3,30/11/2023,11:00:00,02/12/2023,22:00:00,,San Dionisio Ocotlán,GC,0,13/12/2023,DG9,Sur
V08622,4567.399963,1522.466654,E373,3,23/11/2023,18:00:00,25/11/2023,19:00:00,,Parras,CA,0,30/11/2023,DG9,Norte
V10878,4566.700134,1522.233378,E534,3,25/10/2023,1:00:00,27/10/2023,23:00:00,,Puebla,CA,0,17/11/2023,DG9,Sur
V10167,4565.420105,1521.806702,E580,3,05/11/2023,12:00:00,07/11/2023,17:00:00,,Monterrey,CA,0,16/11/2023,DG9,Norte
V11008,4563.7901,1521.263367,E343,3,24/10/2023,9:00:00,26/10/2023,20:00:00,,Mérida,CA,"3,500.00",07/11/2023,DG9,Sureste
V07639,4563.48996,2281.74498,E108,2,04/12/2023,7:00:00,05/12/2023,23:00:00,,León,GC,0,27/12/2023,DG9,Occidente
V08266,4560.000122,1520.000041,E112,3,27/11/2023,10:30:00,29/11/2023,22:00:00,,Morelia,CA,"4,000.00",08/12/2023,DG9,Sur
V07984,4559.199982,2279.599991,E734,2,30/11/2023,6:00:00,01/12/2023,12:00:00,,PUEBLA,GC,500,15/12/2023,DG9,Sur
V17863,4558.550018,2279.275009,E020,2,10/07/2023,7:00:00,11/07/2023,23:59:00,,TEPIC,GC,0,26/07/2023,DG9,Occidente
V10157,4557.429932,1519.143311,E505,3,05/11/2023,12:00:00,07/11/2023,17:00:00,,Monterrey,CA,"4,300.00",16/11/2023,DG9,Norte
V08506,4555.490021,2277.74501,E516,2,24/11/2023,12:00:00,25/11/2023,23:00:00,,Catemaco,GC,"4,500.00",08/12/2023,DG9,Sur
V15997,4554.449982,2277.224991,E160,2,16/08/2023,6:00:00,17/08/2023,20:00:00,,Solidaridad,GC,0,04/09/2023,DG9,Sureste
V08836,4554.04007,1518.013357,E640,3,22/11/2023,5:00:00,24/11/2023,22:00:00,,Hermosillo,CA,0,18/12/2023,DG9,Noroeste
V14201,4550.039978,2275.019989,E342,2,12/09/2023,9:00:00,13/09/2023,17:00:00,,CUAUHTÉMOC,GC,0,21/09/2023,DG9,Sur
V08739,4549.269928,1516.423309,E052,3,22/11/2023,9:00:00,24/11/2023,0:00:00,,Hermosillo,GC,0,13/12/2023,DG5,Productos y servicios
V08612,4548.259948,1516.086649,E335,3,23/11/2023,13:00:00,25/11/2023,22:00:00,,APASEO EL ALTO,GC,0,30/11/2023,DG9,Occidente
V17465,4545.50998,2272.75499,E019,2,19/07/2023,15:00:00,20/07/2023,23:59:00,,Benito Juárez,GC,0,07/08/2023,DG3,Intemediarios financieros
V07710,4545.039947,1515.013316,E669,3,04/12/2023,8:00:00,06/12/2023,18:00:00,,Morelia,GC,0,28/12/2023,DG9,Noroeste
V11701,4542.099915,908.4199829,E838,5,16/10/2023,6:00:00,20/10/2023,21:00:00,,Morelia,CA,"4,617.20",22/11/2023,DG1,Estrategia
V04345,4535.379944,1511.793315,E569,3,01/03/2023,14:00:00,03/03/2023,10:00:00,,Chihuahua,GC,0,08/03/2023,DG5,Dirección de negocios
V06762,4534.669892,2267.334946,E041,2,14/12/2023,7:00:00,15/12/2023,17:00:00,,Puebla,GC,"2,800.00",21/12/2023,DG9,Sur
V10479,4532.219956,2266.109978,E386,2,30/10/2023,5:00:00,31/10/2023,23:52:00,,Cuauhtémoc,GC,0,15/11/2023,DG2,Medio ambiente
V02785,4530.359985,1132.589996,E169,4,19/04/2023,12:00:00,22/04/2023,20:00:00,,Oaxaca de Juárez,GC,0,03/05/2023,DG9,Sur
V11005,4529.669983,1509.889994,E276,3,24/10/2023,17:30:00,26/10/2023,20:00:00,,Mérida,CA,0,08/11/2023,DG7,Administración
V08621,4529.079895,1509.693298,E351,3,23/11/2023,17:00:00,25/11/2023,17:00:00,,Parras,GC,"5,000.00",08/12/2023,DG9,Norte
V11106,4527.769913,1509.256638,E109,3,23/10/2023,14:00:00,25/10/2023,12:00:00,,CUAUHTÉMOC,GC,0,03/11/2023,DG9,Sur
V09493,4526.650009,2263.325004,E232,2,13/11/2023,14:00:00,14/11/2023,20:00:00,,Coyoacán,GC,"5,000.00",23/11/2023,DG7,Administración
V10965,4523.829956,1507.943319,E896,3,25/10/2023,9:00:00,27/10/2023,17:00:00,,Puebla,CA,0,16/11/2023,DG9,Sur
V00181,4521.170044,2260.585022,E248,2,27/06/2023,6:00:00,28/06/2023,12:00:00,,Reynosa,GC,0,17/07/2023,DG9,Norte
V14081,4518,1506,E397,3,13/09/2023,0:00:00,15/09/2023,23:59:00,,Coyoacán,GC,0,09/10/2023,DG4,Tesorería
V10161,4517.78009,1505.926697,E529,3,05/11/2023,12:00:00,07/11/2023,14:00:00,,Monterrey,CA,0,14/11/2023,DG9,Norte
V09864,4515.709854,1505.236618,E540,3,08/11/2023,16:01:00,10/11/2023,12:00:00,,Mérida,CA,0,18/12/2023,DG9,Sureste
V13691,4515.509979,2257.754989,E069,2,19/09/2023,6:00:00,20/09/2023,19:00:00,,Nuevo Casas Grande,GC,"1,800.00",05/10/2023,DG9,Norte
V08887,4515.009934,2257.504967,E032,2,21/11/2023,7:00:00,22/11/2023,13:00:00,,Guadalajara,GC,"2,500.00",29/11/2023,DG9,Occidente
V06865,4513.490052,1504.496684,E127,3,13/12/2023,9:00:00,15/12/2023,17:00:00,,Morelia,CA,0,22/12/2023,DG9,Occidente
V15576,4511.25,2255.625,E580,2,23/08/2023,7:02:00,24/08/2023,21:01:00,,VICTORIA,GC,0,29/08/2023,DG9,Norte
V15188,4510.610047,1503.536682,E441,3,29/08/2023,9:00:00,31/08/2023,20:00:00,,CUAUHTÉMOC,GC,0,07/09/2023,DG9,Sur
V12885,4507.480003,2253.740002,E466,2,28/09/2023,9:00:00,29/09/2023,17:00:00,,Cuauhtémoc,GC,"5,000.00",25/10/2023,DG5,Productos y servicios
V11452,4506.98999,1502.329997,E647,3,18/10/2023,9:00:00,20/10/2023,19:00:00,,Boca del Río,CA,0,30/10/2023,DG9,Sur
V00180,4496.970031,2248.485016,E236,2,27/06/2023,9:00:00,28/06/2023,19:00:00,,Navojoa,GC,0,13/07/2023,DG9,Noroeste
V06263,4491.110031,2245.555016,E020,2,26/12/2023,6:00:00,27/12/2023,23:55:00,,Aguascalientes,GC,0,29/12/2023,DG9,Occidente
V02304,4488.749939,4488.749939,E442,1,03/05/2023,4:00:00,03/05/2023,23:59:00,,Naucalpan de Juárez,GC,0,24/05/2023,DG5,Atención corporativa
V11516,4482.490021,2241.24501,E133,2,17/10/2023,7:00:00,18/10/2023,16:00:00,,Querétaro,GC,0,26/10/2023,DG9,Occidente
V07775,4480.260041,2240.13002,E185,2,01/12/2023,6:00:00,02/12/2023,18:00:00,,San Juan del Río,GC,0,07/12/2023,DG9,Occidente
V05846,4479.669982,1493.223327,E008,3,23/01/2023,8:00:00,25/01/2023,23:00:00,,Othón P. Blanco,GC,0,31/01/2023,DG9,Sureste
V15435,4478.269959,1492.756653,E390,3,24/08/2023,5:00:00,26/08/2023,6:00:00,,VILLAHERMOSA,GC,"3,000.00",15/09/2023,DG5,Atención corporativa
V12959,4478.220063,2239.110031,E124,2,27/09/2023,7:00:00,28/09/2023,13:00:00,,Morelia,GC,0,09/10/2023,DG9,Occidente
V06916,4477.430115,1492.476705,E400,3,13/12/2023,9:00:00,15/12/2023,20:00:00,,Morelia,CA,0,26/12/2023,DG9,Occidente
V10864,4475.009994,1491.669998,E491,3,25/10/2023,13:00:00,27/10/2023,8:00:00,,PUEBLA,CA,0,22/11/2023,DG9,Sur
V12515,4471.98999,1490.66333,E467,3,04/10/2023,6:00:00,06/10/2023,23:00:00,,Hermosillo,GC,0,11/10/2023,DG3,Monitoreo
V09403,4471.119965,1490.373322,E456,3,14/11/2023,1:00:00,16/11/2023,23:59:00,,Mazatlán,GC,0,14/12/2023,DG7,Administración
V06195,4470.390014,2235.195007,E287,2,05/01/2023,0:00:00,06/01/2023,23:59:00,,Coyoacán,CA,0,10/01/2023,DG4,Tesorería
V10893,4469.47004,1489.823347,E576,3,25/10/2023,17:00:00,27/10/2023,7:30:00,,Puebla,CA,0,16/11/2023,DG9,Sur
V05273,4468.01001,1489.33667,E070,3,07/02/2023,7:00:00,09/02/2023,23:00:00,,Torreón,GC,"9,000.00",23/02/2023,DG9,Norte
V18050,4465.990052,2232.995026,E572,2,05/07/2023,6:00:00,06/07/2023,22:00:00,,Acapulco de Juárez,GC,0,02/08/2023,DG9,Sur
V12081,4462.48999,1487.496663,E020,3,10/10/2023,9:00:00,12/10/2023,19:00:00,,León,GC,0,30/10/2023,DG9,Occidente
V12882,4457.679993,2228.839996,E441,2,28/09/2023,8:00:00,29/09/2023,20:00:00,,Texcoco,GC,0,10/10/2023,DG9,Sur
V07504,4456.309998,1485.436666,E054,3,05/12/2023,21:01:00,07/12/2023,20:00:00,,Morelia,CA,0,18/12/2023,DG9,Noroeste
V15869,4452.289978,2226.144989,E041,2,17/08/2023,12:30:00,18/08/2023,23:00:00,,Túxpam,GC,0,30/08/2023,DG9,Sur
V14877,4450.760056,2225.380028,E108,2,01/09/2023,8:00:00,02/09/2023,17:00:00,,León,GC,0,13/09/2023,DG9,Occidente
V11177,4449.939938,2224.969969,E779,2,23/10/2023,14:00:00,24/10/2023,20:00:00,,Mérida,CA,"2,192.40",06/11/2023,DG9,Sureste
V06567,4445.279968,1481.759989,E408,3,19/12/2023,12:00:00,21/12/2023,17:00:00,,Valle de Santiago,GC,0,29/12/2023,DG9,Occidente
V11058,4443.070015,1481.023338,E738,3,24/10/2023,19:01:00,26/10/2023,14:00:00,,Mérida,CA,"2,749.00",18/12/2023,DG9,Sureste
V10920,4433.980041,1477.993347,E731,3,25/10/2023,13:01:00,27/10/2023,20:01:00,,Puebla,CA,0,16/11/2023,DG9,Sur
V07661,4430.999939,1476.99998,E351,3,04/12/2023,7:00:00,06/12/2023,17:00:00,,Morelia,GC,"4,000.00",13/12/2023,DG9,Norte
V06494,4429.169891,1476.389964,E647,3,20/12/2023,11:00:00,22/12/2023,17:00:00,,Ixtlahuaca,GC,0,29/12/2023,DG9,Sur
V11919,4428.480011,1476.160004,E729,3,12/10/2023,10:00:00,14/10/2023,16:00:00,,Juárez,GC,0,24/10/2023,DG9,Norte
V10476,4423.740052,1474.580017,E340,3,30/10/2023,10:00:00,01/11/2023,23:00:00,,Putla Villa de Guerrero,GC,"2,800.00",14/11/2023,DG9,Sur
V12600,4419.970047,4419.970047,E404,1,03/10/2023,8:00:00,03/10/2023,21:00:00,,Cajeme,GC,0,06/10/2023,DG9,Noroeste
V00285,4418.439919,4418.439919,E269,1,23/06/2023,6:00:00,23/06/2023,20:00:00,,Guadalajara,GC,"2,900.00",01/08/2023,DG5,Atención corporativa
V18146,4416.000076,1104.000019,E243,4,03/07/2023,6:00:00,06/07/2023,23:00:00,,Mexicali,GC,0,13/07/2023,DG3,Monitoreo
V12101,4415.4599,1471.819967,E212,3,10/10/2023,10:00:00,12/10/2023,23:00:00,,San Pedro Garza García,CA,"2,000.00",19/10/2023,DG9,Norte
V05698,4409.98996,1469.996653,E517,3,26/01/2023,13:00:00,28/01/2023,15:00:00,,Morelia,GC,0,15/02/2023,DG1,Dirección general
V08733,4408.609955,1469.536652,E020,3,22/11/2023,9:00:00,24/11/2023,23:59:00,,Ocotlán,GC,0,06/12/2023,DG9,Occidente
V15725,4408.359924,2204.179962,E357,2,21/08/2023,6:00:00,22/08/2023,23:00:00,,Guadalajara,GC,"4,000.00",08/09/2023,DG7,Administración
V12183,4406.219879,1468.73996,E799,3,10/10/2023,17:01:00,12/10/2023,14:00:00,,Monterrey,CA,"1,000.00",20/10/2023,DG7,Administración
