viajes23,monto_sinavion,montoxdia_sinavion,empleado,duracion,inicio_fecha,inicio_hora,fin_fecha,fin_hora,cancelado,destino,tipo_corto,anticipo,comprobación_fecha,dga,unidad
V08772,5097.480102,1699.160034,E267,3,22/11/2023,13:00:00,24/11/2023,15:00:00,,Hermosillo,CA,0,08/12/2023,DG9,Noroeste
V07330,5096.269958,1698.756653,E527,3,07/12/2023,16:00:00,09/12/2023,16:00:00,,Culiacán,GC,0,15/12/2023,DG9,Noroeste
V07938,5090.129944,1696.709981,E440,3,30/11/2023,7:00:00,02/12/2023,18:00:00,,Chihuahua,GC,"3,000.00",20/12/2023,DG5,Programas y proyectos
V07688,5090.070007,1696.690002,E501,3,04/12/2023,9:00:00,06/12/2023,20:00:00,,Morelia,GC,"3,500.00",18/12/2023,DG9,Sur
V08312,5083.600098,1694.533366,E540,3,27/11/2023,18:31:00,29/11/2023,17:00:00,,Morelia,CA,0,15/12/2023,DG9,Sureste
V02421,5081.779999,2540.889999,E084,2,27/04/2023,6:00:00,28/04/2023,23:00:00,,Mazatlán,GC,0,10/05/2023,DG9,Noroeste
V11066,5078.080078,1692.693359,E803,3,24/10/2023,7:00:00,26/10/2023,18:00:00,,Mérida,CA,"3,500.00",07/11/2023,DG9,Sureste
V06854,5070.609894,1690.203298,E073,3,13/12/2023,9:00:00,15/12/2023,17:00:00,,Morelia,CA,0,22/12/2023,DG9,Occidente
V08717,5068.689972,1689.563324,E889,3,23/11/2023,14:00:00,25/11/2023,23:59:00,,Parras,CA,0,14/12/2023,DG9,Norte
V11888,5067.749939,1689.24998,E525,3,12/10/2023,9:00:00,14/10/2023,16:00:00,,Santa María Huatulco,GC,0,19/10/2023,DG9,Sur
V17427,5067.210052,1689.070017,E190,3,20/07/2023,17:00:00,22/07/2023,20:00:00,,Ensenada,GC,0,02/08/2023,DG9,Noroeste
V13789,5066.889954,1266.722488,E048,4,18/09/2023,11:00:00,21/09/2023,18:00:00,,Oaxaca de Juárez,GC,0,03/10/2023,DG5,Atención corporativa
V15142,5064.389953,1688.129984,E085,3,29/08/2023,4:00:00,31/08/2023,0:00:00,,Chihuahua,GC,"5,000.00",14/09/2023,DG9,Dirección de regionales
V00506,5062.319763,1687.439921,E008,3,19/06/2023,8:00:00,21/06/2023,21:00:00,,Benito Juárez,GC,0,27/06/2023,DG9,Sureste
V15154,5061.660034,1687.220011,E173,3,29/08/2023,7:30:00,31/08/2023,22:00:00,,ZAPOPAN,GC,0,06/09/2023,DG9,Occidente
V03552,5051.809967,2525.904983,E232,2,20/03/2023,13:00:00,21/03/2023,24:00:00,,Coyoacán,GC,"5,000.00",30/03/2023,DG7,Administración
V11994,5047.970031,1682.656677,E247,3,11/10/2023,11:00:00,13/10/2023,20:00:00,,San Pedro Mixtepec Distr. 22,CA,"5,000.00",26/10/2023,DG7,Administración
V11065,5047.209961,1682.40332,E799,3,24/10/2023,18:00:00,26/10/2023,23:59:00,,Mérida,CA,0,15/11/2023,DG7,Administración
V10151,5046.479919,1682.159973,E463,3,05/11/2023,13:00:00,07/11/2023,21:00:00,,San Pedro Garza García,CA,"3,500.00",14/11/2023,DG9,Norte
V08395,5044.790039,1681.59668,E571,3,26/11/2023,1:00:00,28/11/2023,0:00:00,,Solidaridad,CA,"4,000.00",29/12/2023,DG1,Control
V04897,5041.47,2520.735,E344,2,16/02/2023,6:00:00,17/02/2023,0:00:00,,Coyoacán,GC,"4,000.00",23/02/2023,DG7,Administración
V08866,5034.039948,1678.013316,E747,3,22/11/2023,5:00:00,24/11/2023,22:00:00,,Hermosillo,CA,"3,000.00",08/12/2023,DG9,Noroeste
V14460,5032.890081,2516.44504,E228,2,07/09/2023,6:00:00,08/09/2023,22:00:00,,Tapachula,GC,0,13/09/2023,DG9,Sureste
V05016,5032.699951,2516.349976,E009,2,14/02/2023,14:00:00,15/02/2023,23:00:00,,Cuauhtémoc,GC,0,22/02/2023,DG2,Medio ambiente
V08412,5032.650025,2516.325012,E773,2,26/11/2023,9:00:00,27/11/2023,23:00:00,,Morelia,CA,"6,000.00",08/12/2023,DG9,Occidente
V07525,5032.439911,1677.47997,E127,3,05/12/2023,10:00:00,07/12/2023,10:00:00,,Morelia,CA,0,18/12/2023,DG9,Occidente
V10519,5031.640076,1677.213359,E121,3,29/10/2023,10:00:00,31/10/2023,23:55:00,,Zapopan,GC,0,08/11/2023,DG3,Crédito
V08841,5027.01001,1675.670003,E665,3,22/11/2023,2:00:00,24/11/2023,22:00:00,,Hermosillo,CA,0,18/12/2023,DG9,Noroeste
V06090,5022.74002,2511.37001,E461,2,15/01/2023,17:00:00,16/01/2023,23:00:00,,Venustiano Carranza,GC,"6,000.00",19/01/2023,DG7,Administración
V13045,5022.220093,1255.555023,E628,4,27/09/2023,6:00:00,30/09/2023,17:00:00,,Morelia,CA,0,18/10/2023,DG9,Sureste
V07567,5021.4301,1673.810033,E425,3,05/12/2023,7:00:00,07/12/2023,23:00:00,,Morelia,CA,0,19/12/2023,DG9,Sur
V11963,5020.590088,1673.530029,E092,3,11/10/2023,12:00:00,13/10/2023,23:59:00,,San Pablo Huixtepec,GC,"1,500.00",24/10/2023,DG3,Monitoreo
V06408,5020.059967,1673.353322,E653,3,21/12/2023,13:00:00,23/12/2023,17:00:00,,APASEO EL ALTO,GC,0,28/12/2023,DG9,Occidente
V07724,5020.049988,1673.349996,E689,3,04/12/2023,8:00:00,06/12/2023,20:00:00,,Morelia,GC,"4,500.00",21/12/2023,DG9,Norte
V10732,5018.039917,1672.679972,E041,3,25/10/2023,7:05:00,27/10/2023,8:00:00,,PUEBLA,CA,0,17/11/2023,DG9,Sur
V14778,5017.899963,1672.633321,E732,3,05/09/2023,10:00:00,07/09/2023,19:00:00,,Cuauhtémoc,GC,0,21/09/2023,DG9,Sur
V08301,5017.719963,2508.859981,E455,2,27/11/2023,6:00:00,28/11/2023,23:59:00,,ZAPOPAN,GC,"4,000.00",13/12/2023,DG5,Programas y proyectos
V10141,5016.140076,1672.046692,E373,3,05/11/2023,12:00:00,07/11/2023,12:00:00,,San Pedro Garza García,CA,0,13/11/2023,DG9,Norte
V04880,5015.410156,2507.705078,E072,2,16/02/2023,10:00:00,17/02/2023,23:00:00,,Mazatlán,GC,0,24/02/2023,DG9,Noroeste
V08339,5012.220093,1670.740031,E803,3,27/11/2023,17:01:00,29/11/2023,23:00:00,,Morelia,CA,"2,700.00",15/12/2023,DG9,Sureste
V12521,5010.369934,2505.184967,E499,2,04/10/2023,8:00:00,05/10/2023,19:00:00,,Victoria,GC,0,10/10/2023,DG9,Norte
V04889,5007.489982,5007.489982,E139,1,16/02/2023,0:08:00,16/02/2023,20:00:00,,Xochimilco,GC,0,02/03/2023,DG7,Administración
V12283,5006.580002,2503.290001,E108,2,06/10/2023,7:00:00,07/10/2023,23:30:00,,Colón,GC,0,23/10/2023,DG9,Occidente
V06705,5005.789947,2502.894974,E491,2,15/12/2023,11:00:00,16/12/2023,18:00:00,,Iguala de la Independencia,GC,0,26/12/2023,DG9,Sur
V00971,5005.459931,2502.729965,E009,2,06/06/2023,14:00:00,07/06/2023,24:00:00,,Cuauhtémoc,GC,0,14/06/2023,DG2,Medio ambiente
V08346,5003.359986,1667.786662,E896,3,27/11/2023,10:01:00,29/11/2023,19:00:00,,Morelia,CA,0,08/12/2023,DG9,Sur
V04366,4996.200134,1665.400045,E828,3,01/03/2023,6:00:00,03/03/2023,23:59:00,,Coyoacán,GC,0,08/03/2023,DG8,Responsabilidades
V00110,4995.680054,2497.840027,E232,2,28/06/2023,6:00:00,29/06/2023,23:59:00,,Coyoacán,GC,"5,000.00",18/07/2023,DG7,Administración
V12059,4994.98993,1664.996643,E800,3,11/10/2023,7:00:00,13/10/2023,23:00:00,,San Pedro Mixtepec Distr. 22,CA,0,07/11/2023,DG7,Administración
V02855,4994.189972,2497.094986,E591,2,18/04/2023,5:00:00,19/04/2023,23:00:00,,Morelia,CA,"5,000.00",28/04/2023,DG7,Administración
V01968,4993.99997,2496.999985,E232,2,11/05/2023,10:00:00,12/05/2023,22:00:00,,Coyoacán,GC,"5,000.00",23/05/2023,DG7,Administración
V10450,4991.769958,2495.884979,E052,2,30/10/2023,0:00:00,31/10/2023,0:00:00,,Guadalajara,GC,0,22/11/2023,DG5,Productos y servicios
V15558,4987.720002,1662.573334,E491,3,23/08/2023,15:05:00,25/08/2023,17:00:00,,Chilpancingo de los Bravo,GC,0,30/08/2023,DG9,Sur
V11096,4985.619934,2492.809967,E009,2,23/10/2023,16:00:00,24/10/2023,23:54:00,,Cuauhtémoc,GC,0,08/11/2023,DG2,Medio ambiente
V08808,4984.200012,1661.400004,E493,3,22/11/2023,8:00:00,24/11/2023,18:30:00,,Hermosillo,CA,0,01/12/2023,DG9,Noroeste
V15137,4982.579895,1660.859965,E020,3,29/08/2023,9:00:00,31/08/2023,9:00:00,,AMECA,GC,0,08/09/2023,DG9,Occidente
V15162,4981.580047,1660.526682,E234,3,29/08/2023,7:00:00,31/08/2023,12:00:00,,GUADALAJARA,GC,0,06/09/2023,DG9,Occidente
V15868,4979.890014,2489.945007,E031,2,17/08/2023,0:00:00,18/08/2023,0:00:00,,Los Aldamas,GC,"4,000.00",25/08/2023,DG9,Norte
V16898,4977.440033,1244.360008,E398,4,01/08/2023,8:00:00,04/08/2023,23:00:00,,Teocelo,GC,"7,000.00",07/09/2023,DG3,Monitoreo
V07670,4968.690002,1656.230001,E379,3,04/12/2023,9:00:00,06/12/2023,20:00:00,,Morelia,GC,"4,000.00",27/12/2023,DG9,Sur
V16715,4967.850067,2483.925034,E236,2,03/08/2023,16:00:00,04/08/2023,20:00:00,,Navojoa,GC,0,16/08/2023,DG9,Noroeste
V11901,4966.320129,1241.580032,E571,4,12/10/2023,3:00:00,15/10/2023,0:00:00,,SAN PEDRO MIXTEPEC DISTR. 22,CA,0,08/11/2023,DG1,Control
V07714,4964.109985,1654.703328,E676,3,04/12/2023,8:00:00,06/12/2023,20:00:00,,Morelia,GC,0,18/12/2023,DG9,Noroeste
V08806,4962.850068,1654.283356,E479,3,22/11/2023,18:00:00,24/11/2023,20:00:00,,Hermosillo,CA,"5,000.00",14/12/2023,DG9,Noroeste
V14190,4962.309998,2481.154999,E232,2,12/09/2023,7:02:00,13/09/2023,23:00:00,,Gustavo A. Madero,GC,"5,000.00",25/09/2023,DG7,Administración
V07223,4958.199982,1652.733327,E068,3,07/12/2023,5:00:00,09/12/2023,20:00:00,,Morelia,GC,0,18/12/2023,DG5,Programas y proyectos
V10895,4957.51001,1652.503337,E579,3,25/10/2023,9:00:00,27/10/2023,21:00:00,,Puebla,CA,"3,000.00",03/11/2023,DG9,Sur
V11118,4956.539978,2478.269989,E231,2,23/10/2023,0:00:00,24/10/2023,23:00:00,,Contepec,CA,0,06/12/2023,DG3,Intemediarios financieros
V12456,4951.549866,1650.516622,E054,3,04/10/2023,8:00:00,06/10/2023,13:00:00,,CAJEME,GC,0,13/10/2023,DG9,Noroeste
V09115,4950.229934,2475.114967,E148,2,16/11/2023,8:30:00,17/11/2023,20:00:00,,Nuevo Casas Grande,GC,0,30/11/2023,DG9,Norte
V15717,4948.539979,2474.269989,E232,2,21/08/2023,6:00:00,22/08/2023,22:00:00,,Coyoacán,GC,"5,000.00",28/08/2023,DG7,Administración
V07184,4945.5,1648.5,E684,3,08/12/2023,8:00:00,10/12/2023,23:00:00,,Santiago Laxopa,GC,0,19/12/2023,DG9,Sur
V06087,4943.989868,1235.997467,E085,4,15/01/2023,13:00:00,18/01/2023,0:00:00,,Ahome,GC,"3,000.00",13/02/2023,DG9,Dirección de regionales
V06871,4940.949952,1646.983317,E150,3,13/12/2023,9:00:00,15/12/2023,17:00:00,,Morelia,CA,"2,000.00",22/12/2023,DG9,Occidente
V07627,4937.449921,1645.81664,E042,3,04/12/2023,7:00:00,06/12/2023,17:50:00,,Morelia,GC,"4,000.00",18/12/2023,DG9,Sur
V04786,4928.679993,1232.169998,E502,4,20/02/2023,5:00:00,23/02/2023,20:00:00,,Oaxaca de Juárez,GC,"5,000.00",09/03/2023,DG3,Monitoreo
V13475,4928.259971,2464.129986,E228,2,21/09/2023,6:00:00,22/09/2023,12:00:00,,Tapachula,GC,0,28/09/2023,DG9,Sureste
V15253,4928.17987,985.635974,E109,5,28/08/2023,13:00:00,01/09/2023,18:00:00,,BENITO JUÁREZ,GC,0,06/09/2023,DG9,Sur
V09928,4927.499939,1231.874985,E049,4,07/11/2023,5:00:00,10/11/2023,22:00:00,,SAN JUAN BAUTISTA TUXTEPEC,GC,"4,000.00",17/11/2023,DG9,Sur
V14775,4925.989898,1641.996633,E716,3,05/09/2023,17:30:00,07/09/2023,23:59:00,,Miguel Hidalgo,CA,"8,000.00",03/10/2023,DG7,Administración
V08608,4921.940002,1640.646667,E314,3,23/11/2023,13:00:00,25/11/2023,17:00:00,,Apaseo el Alto,GC,0,30/11/2023,DG9,Occidente
V07999,4921.150024,1640.383341,E867,3,30/11/2023,8:00:00,02/12/2023,23:00:00,,Mihuatlán de Porfirio Díaz,GC,"2,000.00",22/12/2023,DG9,Sur
V15006,4919.930023,2459.965012,E599,2,31/08/2023,6:00:00,01/09/2023,23:00:00,,Lagos de Moreno,GC,"1,000.00",08/09/2023,DG7,Administración
V08064,4918.539856,1639.513285,E509,3,29/11/2023,12:30:00,01/12/2023,13:00:00,,Tuxtla Gutiérrez,GC,"2,500.00",21/12/2023,DG9,Sureste
V13239,4916.510132,1638.836711,E799,3,25/09/2023,0:00:00,27/09/2023,23:59:00,,Hermosillo,CA,"3,000.00",09/10/2023,DG7,Administración
V10939,4908.590027,1636.196676,E778,3,25/10/2023,3:00:00,27/10/2023,11:00:00,,Puebla,CA,"3,100.00",16/11/2023,DG9,Sur
V10033,4908.490113,1227.122528,E675,4,07/11/2023,12:00:00,10/11/2023,17:00:00,,Mérida,GC,"4,000.00",27/11/2023,DG9,Sureste
V04782,4907.640015,1226.910004,E398,4,20/02/2023,4:00:00,23/02/2023,23:00:00,,Oaxaca de Juárez,GC,"6,000.00",15/03/2023,DG3,Monitoreo
V11337,4907.259888,4907.259888,E569,1,19/10/2023,9:00:00,19/10/2023,22:00:00,,Coyoacán,GC,0,26/10/2023,DG5,Dirección de negocios
V11581,4906.579956,1635.526652,E531,3,17/10/2023,15:00:00,19/10/2023,23:00:00,,Boca del Río,CA,"3,000.00",27/10/2023,DG9,Sur
V11413,4903.81001,2451.905005,E392,2,18/10/2023,0:00:00,19/10/2023,23:59:00,,Emiliano Zapata,GC,"4,500.00",01/11/2023,DG6,Sistemas
V08289,4903.26004,1634.420013,E292,3,27/11/2023,17:01:00,29/11/2023,22:00:00,,Morelia,CA,"4,800.00",15/12/2023,DG9,Sureste
V06367,4902.650116,1634.216705,E335,3,21/12/2023,13:00:00,23/12/2023,17:00:00,,APASEO EL ALTO,GC,0,28/12/2023,DG9,Occidente
V08416,4901.200012,1633.733337,E800,3,26/11/2023,7:00:00,28/11/2023,15:00:00,,Solidaridad,CA,"4,000.00",13/12/2023,DG7,Administración
V07534,4899.660035,1633.220012,E160,3,05/12/2023,10:30:00,07/12/2023,17:00:00,,Morelia,CA,0,20/12/2023,DG9,Sureste
V08582,4894.889893,2447.444947,E148,2,23/11/2023,6:30:00,24/11/2023,20:00:00,,Ascensión,GC,0,07/12/2023,DG9,Norte
V08716,4894.189942,1631.396647,E882,3,23/11/2023,16:00:00,25/11/2023,18:00:00,,Parras,CA,0,14/12/2023,DG9,Norte
V07980,4890.490021,1630.16334,E684,3,30/11/2023,8:00:00,02/12/2023,23:00:00,,Mihuatlán de Porfirio Díaz,GC,"2,000.00",19/12/2023,DG9,Sur
V12975,4888.640015,1629.546672,E182,3,27/09/2023,7:00:00,29/09/2023,22:00:00,,Morelia,CA,0,09/10/2023,DG9,Sureste
V09584,4888.299988,1629.433329,E767,3,12/11/2023,16:00:00,14/11/2023,0:00:00,,Cuajimalpa de Morelos,GC,0,28/11/2023,DG3,Monitoreo
V15139,4887.330109,2443.665054,E031,2,29/08/2023,9:00:00,30/08/2023,19:00:00,,MONCLOVA,GC,"2,000.00",01/09/2023,DG9,Norte
V04306,4885.899994,1628.633331,E070,3,01/03/2023,19:00:00,03/03/2023,2:00:00,,CHIHUAHUA,GC,"6,000.00",08/03/2023,DG9,Norte
V09358,4879.770065,1626.590022,E238,3,14/11/2023,9:00:00,16/11/2023,23:59:00,,Manzanillo,GC,0,29/11/2023,DG9,Occidente
V02460,4878.799988,2439.399994,E705,2,27/04/2023,15:00:00,28/04/2023,22:00:00,,Monterrey,GC,"4,000.00",22/05/2023,DG7,Recuperación
V08359,4874.910004,2437.455002,E186,2,26/11/2023,8:00:00,27/11/2023,13:15:00,,Morelia,CA,"6,000.00",08/12/2023,DG9,Norte
V07531,4872.099975,974.4199951,E147,5,05/12/2023,14:00:00,09/12/2023,23:00:00,,Ciudad Valles,GC,"8,000.00",28/12/2023,DG9,Occidente
V07709,4870.260071,1623.420024,E668,3,04/12/2023,8:00:00,06/12/2023,18:00:00,,Morelia,GC,0,21/12/2023,DG9,Noroeste
V07934,4866.009942,1622.003314,E424,3,30/11/2023,7:00:00,02/12/2023,20:00:00,,Chihuahua,GC,0,18/12/2023,DG5,Programas y proyectos
V00107,4865.219862,1621.739954,E193,3,28/06/2023,7:00:00,30/06/2023,20:00:00,,ABASOLO,GC,0,18/07/2023,DG9,Occidente
V12969,4864.809891,1216.202473,E166,4,27/09/2023,13:00:00,30/09/2023,16:00:00,,MORELIA,CA,0,13/10/2023,DG9,Noroeste
V15944,4864.189941,1621.396647,E726,3,17/08/2023,5:30:00,19/08/2023,21:00:00,,Cardonal,CD,0,31/08/2023,DG1,Estrategia
V08653,4864.099945,1621.366648,E526,3,23/11/2023,13:00:00,25/11/2023,22:00:00,,APASEO EL ALTO,GC,0,05/12/2023,DG9,Occidente
V11540,4863.850098,2431.925049,E250,2,17/10/2023,9:00:00,18/10/2023,22:00:00,,Querétaro,GC,0,06/11/2023,DG9,Occidente
V10949,4863.659973,1621.219991,E849,3,25/10/2023,8:00:00,27/10/2023,17:30:00,,Puebla,CA,"3,100.00",03/11/2023,DG9,Sur
V07629,4860.759979,2430.37999,E046,2,04/12/2023,7:00:00,05/12/2023,16:00:00,,Morelia,GC,0,21/12/2023,DG9,Noroeste
V08817,4859.929993,1619.976664,E528,3,22/11/2023,8:00:00,24/11/2023,19:00:00,,Hermosillo,CA,0,06/12/2023,DG9,Noroeste
V06944,4855.459931,1618.486644,E522,3,13/12/2023,8:00:00,15/12/2023,15:00:00,,Morelia,CA,0,26/12/2023,DG9,Occidente
V08306,4854.079895,1618.026632,E499,3,27/11/2023,23:01:00,29/11/2023,19:00:00,,Morelia,CA,0,13/12/2023,DG9,Norte
V08683,4847.679998,1615.893333,E684,3,23/11/2023,10:00:00,25/11/2023,23:00:00,,Mihuatlán de Porfirio Díaz,GC,0,05/12/2023,DG9,Sur
V12669,4847.209961,1615.736654,E107,3,02/10/2023,7:00:00,04/10/2023,15:00:00,,Texcoco,GC,0,07/11/2023,DG3,Crédito
V11345,4845.279999,2422.639999,E625,2,19/10/2023,18:00:00,20/10/2023,18:00:00,,Cozumel,GC,0,06/11/2023,DG9,Sureste
V06366,4845.170013,1615.056671,E314,3,21/12/2023,13:00:00,23/12/2023,17:00:00,,APASEO EL ALTO,GC,0,28/12/2023,DG9,Occidente
V05535,4842.619995,1210.654999,E158,4,30/01/2023,7:00:00,02/02/2023,20:00:00,,Morelia,GC,0,23/02/2023,DG1,Estrategia
V08441,4842.209961,2421.104981,E031,2,24/11/2023,6:00:00,25/11/2023,16:00:00,,Parras,GC,"4,500.00",04/12/2023,DG9,Norte
V08489,4841.54007,2420.770035,E414,2,24/11/2023,12:30:00,25/11/2023,18:00:00,,Ocoyoacac,GC,0,14/12/2023,DG7,Recuperación
V06819,4838.999939,1612.99998,E648,3,14/12/2023,9:00:00,16/12/2023,22:00:00,,Mérida,GC,"2,500.00",22/12/2023,DG9,Sureste
V16927,4834.669945,4834.669945,E655,1,01/08/2023,5:00:00,01/08/2023,23:59:00,,Benito Juárez,GC,"1,000.00",07/08/2023,DG8,Responsabilidades
V09996,4834.320115,1208.580029,E474,4,07/11/2023,9:00:00,10/11/2023,22:00:00,,LEÓN,GC,0,17/11/2023,DG9,Occidente
V15175,4833.069916,1611.023305,E341,3,29/08/2023,7:30:00,31/08/2023,22:00:00,,ZAPOPAN,GC,0,07/09/2023,DG9,Occidente
V11454,4832.699936,1208.174984,E659,4,18/10/2023,23:00:00,21/10/2023,6:59:00,,Puebla,GC,"2,450.00",08/11/2023,DG6,Sistemas
V10744,4829.999878,1609.999959,E087,3,25/10/2023,13:00:00,27/10/2023,0:00:00,,Puebla,GC,0,17/11/2023,DG9,Occidente
V10485,4828.710022,1207.177505,E508,4,30/10/2023,14:00:00,02/11/2023,20:00:00,,OAXACA DE JUÁREZ,GC,0,24/11/2023,DG9,Sur
V09148,4828.550049,1207.137512,E508,4,16/11/2023,9:00:00,19/11/2023,20:00:00,,Santa María Huatulco,GC,0,01/12/2023,DG9,Sur
V08802,4824.669983,1608.223328,E451,3,22/11/2023,7:00:00,24/11/2023,18:00:00,,Hermosillo,CA,"4,000.00",08/12/2023,DG9,Noroeste
V06645,4824.070007,1608.023336,E585,3,18/12/2023,12:00:00,20/12/2023,18:00:00,,Culiacán,GC,0,28/12/2023,DG5,Atención corporativa
V07718,4823.329895,1607.776632,E682,3,04/12/2023,8:00:00,06/12/2023,18:00:00,,Morelia,GC,0,15/12/2023,DG9,Noroeste
V05417,4822.48996,2411.24498,E020,2,01/02/2023,9:30:00,02/02/2023,11:59:00,,COLIMA,GC,0,10/02/2023,DG9,Occidente
V08390,4822.1799,2411.08995,E524,2,26/11/2023,13:00:00,27/11/2023,22:00:00,,Morelia,CA,"2,300.00",07/12/2023,DG9,Occidente
V07429,4821.599914,1607.199971,E420,3,06/12/2023,8:00:00,08/12/2023,20:00:00,,Tijuana,GC,0,19/12/2023,DG9,Noroeste
V13190,4820.660004,2410.330002,E133,2,25/09/2023,13:00:00,26/09/2023,21:00:00,,Ciudad Valles,GC,0,06/10/2023,DG9,Occidente
V07498,4817.799988,1605.933329,E041,3,05/12/2023,8:00:00,07/12/2023,20:00:00,,Morelia,CA,0,18/12/2023,DG9,Sur
V12150,4816.760082,1605.586694,E572,3,10/10/2023,15:00:00,12/10/2023,16:00:00,,Chilpancingo de los Bravo,GC,0,20/10/2023,DG9,Sur
V05791,4813.179992,2406.589996,E041,2,24/01/2023,6:00:00,25/01/2023,11:00:00,,Emiliano Zapata,GC,0,08/02/2023,DG9,Sur
V08007,4809.100006,1603.033335,E906,3,30/11/2023,8:00:00,02/12/2023,23:00:00,,Mihuatlán de Porfirio Díaz,GC,"2,000.00",18/12/2023,DG9,Sur
V11577,4800.050049,1600.016683,E501,3,17/10/2023,9:00:00,19/10/2023,18:00:00,,Boca del Río,CA,"3,500.00",26/10/2023,DG9,Sur
V01977,4793.879975,2396.939987,E330,2,11/05/2023,8:00:00,12/05/2023,17:00:00,,Miguel Hidalgo,GC,"4,000.00",17/05/2023,DG9,Sur
V08407,4789.280151,2394.640075,E738,2,26/11/2023,10:00:00,27/11/2023,22:00:00,,Solidaridad,GC,"2,397.00",13/12/2023,DG9,Sureste
V06021,4788.559967,1596.186656,E336,3,17/01/2023,6:00:00,19/01/2023,16:00:00,,BOCA DEL RÍO,GC,0,21/02/2023,DG9,Sur
V10816,4787.129883,1595.709961,E338,3,25/10/2023,9:00:00,27/10/2023,20:00:00,,Puebla,CA,0,10/11/2023,DG9,Sur
V05877,4783.759949,1195.939987,E569,4,23/01/2023,18:00:00,26/01/2023,20:00:00,,Coyoacán,GC,0,10/02/2023,DG5,Dirección de negocios
V10125,4780.799988,1593.599996,E192,3,05/11/2023,9:00:00,07/11/2023,14:00:00,,San Pedro Garza García,CA,"6,901.80",15/11/2023,DG9,Norte
V11185,4777.399963,1592.466654,E415,3,22/10/2023,0:00:00,24/10/2023,23:59:00,,Zapopan,GC,"5,500.00",09/11/2023,DG6,Sistemas
V10730,4776.819886,1592.273295,E031,3,25/10/2023,8:00:00,27/10/2023,22:00:00,,Durango,GC,"5,500.00",03/11/2023,DG9,Norte
V17592,4774.619996,2387.309998,E461,2,17/07/2023,16:00:00,18/07/2023,23:00:00,,Coyoacán,GC,"6,000.00",27/07/2023,DG7,Administración
V13079,4774.509888,795.751648,E020,6,26/09/2023,9:00:00,01/10/2023,23:59:00,,CIUDAD GUZMÁN,GC,0,24/10/2023,DG9,Occidente
V09911,4774.229981,1591.409994,E865,3,08/11/2023,9:00:00,10/11/2023,22:00:00,,Mérida,CA,"4,000.00",23/11/2023,DG9,Sureste
V13056,4769.599914,1192.399979,E689,4,27/09/2023,17:00:00,30/09/2023,18:00:00,,Morelia,CA,"8,000.00",26/10/2023,DG9,Norte
V11182,4767.500084,1589.166695,E921,3,23/10/2023,12:00:00,25/10/2023,13:00:00,,Mérida,CA,"3,158.00",04/12/2023,DG9,Sureste
V17684,4766.430024,1588.810008,E401,3,13/07/2023,9:00:00,15/07/2023,17:00:00,,REYNOSA,GC,0,21/07/2023,DG9,Norte
V01690,4765.899902,2382.949951,E569,2,18/05/2023,18:00:00,19/05/2023,23:00:00,,Coyoacán,GC,0,17/08/2023,DG5,Dirección de negocios
V10159,4763.270115,1587.756705,E512,3,05/11/2023,17:00:00,07/11/2023,8:00:00,,San Pedro Garza García,CA,0,16/11/2023,DG9,Norte
V16355,4762.630097,2381.315048,E159,2,10/08/2023,4:00:00,11/08/2023,22:00:00,,Querétaro,GC,"2,000.00",21/08/2023,DG3,Monitoreo
V15160,4760.640007,2380.320004,E220,2,29/08/2023,8:00:00,30/08/2023,10:00:00,,Coyoacán,GC,0,14/09/2023,DG5,Productos y servicios
V09375,4760.48994,1586.82998,E325,3,14/11/2023,5:00:00,16/11/2023,23:00:00,,BOCA DEL RÍO,GC,"2,000.00",11/12/2023,DG5,Programas y proyectos
V11432,4753.429993,1584.476664,E525,3,18/10/2023,14:00:00,20/10/2023,20:00:00,,Veracruz,CA,0,03/11/2023,DG9,Sur
V14774,4749.440124,1583.146708,E711,3,05/09/2023,15:00:00,07/09/2023,0:00:00,,Miguel Hidalgo,CA,"8,000.00",26/09/2023,DG7,Administración
V14794,4748.910095,1582.970032,E833,3,05/09/2023,15:00:00,07/09/2023,18:00:00,,Mazatlán,GC,0,14/09/2023,DG1,Estrategia
V10145,4745,1581.666667,E410,3,05/11/2023,8:00:00,07/11/2023,20:00:00,,SAN PEDRO GARZA GARCÍA,CA,"2,500.00",13/11/2023,DG9,Norte
V10175,4745,1581.666667,E679,3,05/11/2023,10:00:00,07/11/2023,10:00:00,,San Pedro Garza García,CA,0,15/11/2023,DG9,Norte
V10158,4745,1581.666667,E510,3,05/11/2023,8:00:00,07/11/2023,23:00:00,,San Pedro Garza García,CA,0,13/11/2023,DG9,Norte
V10160,4745,1581.666667,E519,3,05/11/2023,8:00:00,07/11/2023,23:00:00,,San Pedro Garza García,CA,"5,000.00",21/11/2023,DG9,Norte
V10190,4744.909912,1581.636637,E927,3,05/11/2023,8:00:00,07/11/2023,18:00:00,,San Pedro Garza García,CA,0,13/11/2023,DG9,Norte
V05752,4744.800057,1581.600019,E491,3,25/01/2023,20:05:00,27/01/2023,17:00:00,,Chilpancingo de los Bravo,GC,0,23/02/2023,DG9,Sur
V07267,4744.480011,2372.240005,E232,2,07/12/2023,6:00:00,08/12/2023,23:59:00,,Coyoacán,GC,"5,000.00",21/12/2023,DG7,Administración
V10132,4743.980102,1581.326701,E245,3,05/11/2023,9:00:00,07/11/2023,23:59:00,,San Pedro Garza García,CA,0,30/11/2023,DG9,Norte
